LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752174602.415254,214193.000,33056,3,GY,1,100,0.031
1752174602.455254,214233.000,33056,3,GY,1,100,1.556
1752174602.495254,214273.000,33073,3,GY,1,100,1.801
1752174602.535254,214313.000,33073,3,GY,1,100,0.427
1752174602.575254,214353.000,33073,3,GY,1,100,-0.458
1752174602.607754,214385.500,33087,2,GY,1,100,-0.824
1752174602.640254,214418.000,33087,2,GY,1,100,0.610
1752174602.680254,214458.000,33105,3,GY,1,100,1.556
1752174602.720254,214498.000,33105,3,GY,1,100,1.068
1752174602.760254,214538.000,33105,3,GY,1,100,-0.122
1752174602.800254,214578.000,33123,3,GY,1,100,-2.106
1752174602.840254,214618.000,33123,3,GY,1,100,-3.662
1752174602.880254,214658.000,33123,3,GY,1,100,-5.127
1752174602.920254,214698.000,33140,2,GY,1,100,-4.028
1752174602.960254,214738.000,33140,2,GY,1,100,-1.190
1752174603.000588,214778.333,33157,3,GY,1,100,-1.526
1752174603.040921,214818.667,33157,3,GY,1,100,-2.289
1752174603.081254,214859.000,33157,3,GY,1,100,-0.793
1752174603.120754,214898.500,33174,2,GY,1,100,0.519
1752174603.160254,214938.000,33174,2,GY,1,100,0.610
1752174603.200254,214978.000,33190,3,GY,1,100,0.763
1752174603.240254,215018.000,33190,3,GY,1,100,0.458
1752174603.280254,215058.000,33190,3,GY,1,100,-0.031
1752174603.320254,215098.000,33208,2,GY,1,100,-0.092
1752174603.360254,215138.000,33208,2,GY,1,100,0.061
1752174603.400254,215178.000,33222,3,GY,1,100,0.488
