LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752780458.731475,449158.000,6954,3,MX,1,100,-66
1752780458.771475,449198.000,6973,2,MX,1,100,-66
1752780458.811475,449238.000,6973,2,MX,1,100,-66
1752780458.851476,449278.000,6990,3,MX,1,100,-66
1752780458.891476,449318.000,6990,3,MX,1,100,-66
1752780458.931476,449358.000,6990,3,MX,1,100,-66
1752780458.971476,449398.000,7004,2,MX,1,100,-66
1752780459.011476,449438.000,7004,2,MX,1,100,-66
1752780459.051477,449478.000,7024,3,MX,1,100,-66
1752780459.091477,449518.000,7024,3,MX,1,100,-66
1752780459.131477,449558.000,7024,3,MX,1,100,-68
1752780459.171477,449598.000,7040,2,MX,1,100,-66
1752780459.211478,449638.000,7040,2,MX,1,100,-65
1752780459.251478,449678.000,7057,3,MX,1,100,-66
1752780459.291478,449718.000,7057,3,MX,1,100,-66
1752780459.331478,449758.000,7057,3,MX,1,100,-66
1752780459.371478,449798.000,7071,2,MX,1,100,-66
1752780459.411479,449838.000,7071,2,MX,1,100,-66
1752780459.451479,449878.000,7089,3,MX,1,100,-65
1752780459.491479,449918.000,7089,3,MX,1,100,-66
1752780459.531479,449958.000,7089,3,MX,1,100,-66
1752780459.571479,449998.000,7107,2,MX,1,100,-67
1752780459.611480,450038.000,7107,2,MX,1,100,-66
1752780459.651480,450078.000,7124,3,MX,1,100,-66
1752780459.691480,450118.000,7124,3,MX,1,100,-66
1752780459.731480,450158.000,7124,3,MX,1,100,-66
1752780459.771481,450198.000,7139,2,MX,1,100,-65
1752780459.811481,450238.000,7139,2,MX,1,100,-66
1752780459.851481,450278.000,7156,3,MX,1,100,-68
1752780459.891481,450318.000,7156,3,MX,1,100,-67
1752780459.931481,450358.000,7156,3,MX,1,100,-66
1752780459.971482,450398.000,7172,3,MX,1,100,-67
1752780460.011482,450438.000,7172,3,MX,1,100,-66
1752780460.051482,450478.000,7172,3,MX,1,100,-66
1752780460.091482,450518.000,7190,2,MX,1,100,-66
1752780460.131483,450558.000,7190,2,MX,1,100,-66
1752780460.171483,450598.000,7206,3,MX,1,100,-67
1752780460.211483,450638.000,7206,3,MX,1,100,-67
1752780460.251483,450678.000,7206,3,MX,1,100,-66
1752780460.286817,450713.333,7225,3,MX,1,100,-66
1752780460.322150,450748.667,7225,3,MX,1,100,-66
1752780460.357484,450784.000,7225,3,MX,1,100,-67
1752780460.397484,450824.000,7241,2,MX,1,100,-66
1752780460.437484,450864.000,7241,2,MX,1,100,-66
1752780460.477484,450904.000,7259,3,MX,1,100,-67
1752780460.517485,450944.000,7259,3,MX,1,100,-66
1752780460.557485,450984.000,7259,3,MX,1,100,-66
1752780460.597485,451024.000,7274,2,MX,1,100,-69
1752780460.637485,451064.000,7274,2,MX,1,100,-68
1752780460.677486,451104.000,7292,3,MX,1,100,-66
1752780460.717486,451144.000,7292,3,MX,1,100,-66
1752780460.757486,451184.000,7292,3,MX,1,100,-68
1752780460.797486,451224.000,7311,2,MX,1,100,-66
1752780460.837486,451264.000,7311,2,MX,1,100,-66
1752780460.877487,451304.000,7328,3,MX,1,100,-66
1752780460.917487,451344.000,7328,3,MX,1,100,-66
1752780460.957487,451384.000,7328,3,MX,1,100,-67
1752780460.997487,451424.000,7348,2,MX,1,100,-66
1752780461.037488,451464.000,7348,2,MX,1,100,-66
1752780461.077488,451504.000,7364,3,MX,1,100,-66
1752780461.117488,451544.000,7364,3,MX,1,100,-67
1752780461.157488,451584.000,7364,3,MX,1,100,-67
1752780461.197488,451624.000,7382,2,MX,1,100,-66
1752780461.237489,451664.000,7382,2,MX,1,100,-66
1752780461.277489,451704.000,7399,3,MX,1,100,-66
1752780461.317489,451744.000,7399,3,MX,1,100,-66
1752780461.357489,451784.000,7399,3,MX,1,100,-65
1752780461.397489,451824.000,7416,2,MX,1,100,-65
1752780461.437490,451864.000,7416,2,MX,1,100,-68
1752780461.477490,451904.000,7433,3,MX,1,100,-66
1752780461.517490,451944.000,7433,3,MX,1,100,-66
1752780461.557490,451984.000,7433,3,MX,1,100,-66
1752780461.597491,452024.000,7453,3,MX,1,100,-66
1752780461.637491,452064.000,7453,3,MX,1,100,-66
1752780461.677491,452104.000,7453,3,MX,1,100,-67
1752780461.717491,452144.000,7470,2,MX,1,100,-66
1752780461.757491,452184.000,7470,2,MX,1,100,-67
1752780461.797492,452224.000,7489,3,MX,1,100,-66
1752780461.837492,452264.000,7489,3,MX,1,100,-66
1752780461.877492,452304.000,7489,3,MX,1,100,-66
1752780461.917492,452344.000,7504,2,MX,1,100,-66
1752780461.957493,452384.000,7504,2,MX,1,100,-67
1752780461.997493,452424.000,7520,3,MX,1,100,-66
1752780462.037493,452464.000,7520,3,MX,1,100,-66
1752780462.077493,452504.000,7520,3,MX,1,100,-66
1752780462.117493,452544.000,7538,2,MX,1,100,-66
1752780462.157494,452584.000,7538,2,MX,1,100,-67
1752780462.197494,452624.000,7556,3,MX,1,100,-66
1752780462.237494,452664.000,7556,3,MX,1,100,-66
1752780462.277494,452704.000,7556,3,MX,1,100,-66
1752780462.317495,452744.000,7573,2,MX,1,100,-66
1752780462.357495,452784.000,7573,2,MX,1,100,-66
1752780462.397495,452824.000,7590,3,MX,1,100,-67
1752780462.437495,452864.000,7590,3,MX,1,100,-67
1752780462.477495,452904.000,7590,3,MX,1,100,-66
1752780462.517496,452944.000,7612,2,MX,1,100,-66
1752780462.557496,452984.000,7612,2,MX,1,100,-67
1752780462.597496,453024.000,7628,3,MX,1,100,-66
1752780462.637496,453064.000,7628,3,MX,1,100,-66
1752780462.677496,453104.000,7628,3,MX,1,100,-65
1752780462.717497,453144.000,7646,2,MX,1,100,-66
1752780462.757497,453184.000,7646,2,MX,1,100,-68
1752780462.797497,453224.000,7662,3,MX,1,100,-67
1752780462.837497,453264.000,7662,3,MX,1,100,-66
1752780462.877498,453304.000,7662,3,MX,1,100,-67
1752780462.917498,453344.000,7681,3,MX,1,100,-66
1752780462.957498,453384.000,7681,3,MX,1,100,-66
1752780462.997498,453424.000,7681,3,MX,1,100,-66
1752780463.037498,453464.000,7697,2,MX,1,100,-66
1752780463.077499,453504.000,7697,2,MX,1,100,-66
1752780463.117499,453544.000,7717,3,MX,1,100,-68
1752780463.157499,453584.000,7717,3,MX,1,100,-65
1752780463.197499,453624.000,7717,3,MX,1,100,-66
1752780463.237000,453663.500,7731,2,MX,1,100,-67
1752780463.276500,453703.000,7731,2,MX,1,100,-67
1752780463.316500,453743.000,7748,3,MX,1,100,-66
1752780463.356500,453783.000,7748,3,MX,1,100,-67
1752780463.396500,453823.000,7748,3,MX,1,100,-66
1752780463.436501,453863.000,7767,2,MX,1,100,-66
1752780463.476501,453903.000,7767,2,MX,1,100,-66
