LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1752617384.476538,299086.000,46527,2,MZ,1,100,-60
1752617384.516538,299126.000,46527,2,MZ,1,100,-59
1752617384.556538,299166.000,46544,3,MZ,1,100,-59
1752617384.596538,299206.000,46544,3,MZ,1,100,-59
1752617384.636538,299246.000,46544,3,MZ,1,100,-59
1752617384.676538,299286.000,46563,2,MZ,1,100,-59
1752617384.716538,299326.000,46563,2,MZ,1,100,-60
1752617384.756537,299366.000,46577,3,MZ,1,100,-59
1752617384.796537,299406.000,46577,3,MZ,1,100,-59
1752617384.836537,299446.000,46577,3,MZ,1,100,-59
1752617384.876537,299486.000,46597,2,MZ,1,100,-60
1752617384.916537,299526.000,46597,2,MZ,1,100,-60
1752617384.956537,299566.000,46613,3,MZ,1,100,-59
1752617384.996537,299606.000,46613,3,MZ,1,100,-59
1752617385.036537,299646.000,46613,3,MZ,1,100,-60
1752617385.076536,299686.000,46630,2,MZ,1,100,-60
1752617385.116536,299726.000,46630,2,MZ,1,100,-59
1752617385.156536,299766.000,46646,3,MZ,1,100,-61
1752617385.196536,299806.000,46646,3,MZ,1,100,-61
1752617385.236536,299846.000,46646,3,MZ,1,100,-62
1752617385.276536,299886.000,46664,2,MZ,1,100,-62
1752617385.316536,299926.000,46664,2,MZ,1,100,-61
1752617385.356535,299966.000,46680,3,MZ,1,100,-63
1752617385.396535,300006.000,46680,3,MZ,1,100,-62
1752617385.436535,300046.000,46680,3,MZ,1,100,-61
1752617385.476535,300086.000,46699,2,MZ,1,100,-62
1752617385.516535,300126.000,46699,2,MZ,1,100,-61
1752617385.556535,300166.000,46714,3,MZ,1,100,-62
1752617385.596535,300206.000,46714,3,MZ,1,100,-61
1752617385.636534,300246.000,46714,3,MZ,1,100,-60
1752617385.676534,300286.000,46731,3,MZ,1,100,-61
1752617385.716534,300326.000,46731,3,MZ,1,100,-61
1752617385.756534,300366.000,46731,3,MZ,1,100,-61
1752617385.796534,300406.000,46747,2,MZ,1,100,-61
1752617385.836534,300446.000,46747,2,MZ,1,100,-61
1752617385.876534,300486.000,46765,3,MZ,1,100,-62
1752617385.916533,300526.000,46765,3,MZ,1,100,-61
1752617385.956533,300566.000,46765,3,MZ,1,100,-61
1752617385.996533,300606.000,46780,2,MZ,1,100,-62
1752617386.036533,300646.000,46780,2,MZ,1,100,-60
1752617386.076533,300686.000,46800,3,MZ,1,100,-62
1752617386.116533,300726.000,46800,3,MZ,1,100,-61
1752617386.156533,300766.000,46800,3,MZ,1,100,-60
1752617386.196532,300806.000,46819,2,MZ,1,100,-62
1752617386.236532,300846.000,46819,2,MZ,1,100,-61
1752617386.276532,300886.000,46836,3,MZ,1,100,-62
1752617386.316532,300926.000,46836,3,MZ,1,100,-61
1752617386.356532,300966.000,46836,3,MZ,1,100,-62
1752617386.396532,301006.000,46852,2,MZ,1,100,-62
1752617386.436532,301046.000,46852,2,MZ,1,100,-62
1752617386.476531,301086.000,46867,3,MZ,1,100,-62
1752617386.516531,301126.000,46867,3,MZ,1,100,-61
1752617386.556531,301166.000,46867,3,MZ,1,100,-61
1752617386.596531,301206.000,46886,2,MZ,1,100,-61
1752617386.636531,301246.000,46886,2,MZ,1,100,-62
1752617386.676531,301286.000,46903,3,MZ,1,100,-63
1752617386.716531,301326.000,46903,3,MZ,1,100,-62
1752617386.756530,301366.000,46903,3,MZ,1,100,-61
1752617386.796530,301406.000,46921,2,MZ,1,100,-61
1752617386.836530,301446.000,46921,2,MZ,1,100,-61
1752617386.876530,301486.000,46937,3,MZ,1,100,-62
1752617386.916530,301526.000,46937,3,MZ,1,100,-63
1752617386.956530,301566.000,46937,3,MZ,1,100,-62
1752617386.996530,301606.000,46955,3,MZ,1,100,-61
1752617387.036530,301646.000,46955,3,MZ,1,100,-61
1752617387.076529,301686.000,46955,3,MZ,1,100,-62
1752617387.116529,301726.000,46972,2,MZ,1,100,-60
1752617387.156529,301766.000,46972,2,MZ,1,100,-62
1752617387.196529,301806.000,46991,3,MZ,1,100,-61
1752617387.236529,301846.000,46991,3,MZ,1,100,-61
1752617387.276529,301886.000,46991,3,MZ,1,100,-62
1752617387.310029,301919.500,47008,2,MZ,1,100,-62
1752617387.343528,301953.000,47008,2,MZ,1,100,-63
1752617387.383528,301993.000,47026,3,MZ,1,100,-61
1752617387.423528,302033.000,47026,3,MZ,1,100,-61
1752617387.463528,302073.000,47026,3,MZ,1,100,-61
1752617387.503528,302113.000,47045,2,MZ,1,100,-61
1752617387.543528,302153.000,47045,2,MZ,1,100,-61
1752617387.583528,302193.000,47062,3,MZ,1,100,-62
1752617387.623527,302233.000,47062,3,MZ,1,100,-63
1752617387.663527,302273.000,47062,3,MZ,1,100,-62
