LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1752794212.464600,592872.333,30735,3,AX,1,100,0.949
1752794212.504267,592912.000,30735,3,AX,1,100,0.939
1752794212.544267,592952.000,30752,3,AX,1,100,0.944
1752794212.584267,592992.000,30752,3,AX,1,100,0.952
1752794212.624267,593032.000,30752,3,AX,1,100,0.947
1752794212.664267,593072.000,30770,2,AX,1,100,0.961
1752794212.704268,593112.000,30770,2,AX,1,100,0.936
1752794212.744268,593152.000,30787,3,AX,1,100,0.905
1752794212.784268,593192.000,30787,3,AX,1,100,0.924
1752794212.824268,593232.000,30787,3,AX,1,100,0.918
1752794212.864268,593272.000,30805,2,AX,1,100,0.889
1752794212.904268,593312.000,30805,2,AX,1,100,0.902
1752794212.944268,593352.000,30821,3,AX,1,100,1.008
1752794212.984268,593392.000,30821,3,AX,1,100,0.996
1752794213.024269,593432.000,30821,3,AX,1,100,0.982
1752794213.064269,593472.000,30838,2,AX,1,100,0.972
1752794213.104269,593512.000,30838,2,AX,1,100,0.974
1752794213.144269,593552.000,30855,3,AX,1,100,0.979
1752794213.184269,593592.000,30855,3,AX,1,100,0.970
1752794213.224269,593632.000,30855,3,AX,1,100,0.963
