LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752703228.865522,507549.000,15774,2,MX,1,100,-112
1752703228.905522,507589.000,15774,2,MX,1,100,-112
1752703228.945522,507629.000,15788,3,MX,1,100,-113
1752703228.985522,507669.000,15788,3,MX,1,100,-111
1752703229.025523,507709.000,15788,3,MX,1,100,-111
1752703229.065523,507749.000,15807,2,MX,1,100,-112
1752703229.105523,507789.000,15807,2,MX,1,100,-112
1752703229.145523,507829.000,15824,3,MX,1,100,-112
1752703229.185523,507869.000,15824,3,MX,1,100,-113
1752703229.225523,507909.000,15824,3,MX,1,100,-112
1752703229.265523,507949.000,15841,2,MX,1,100,-111
1752703229.305523,507989.000,15841,2,MX,1,100,-113
1752703229.345523,508029.000,15855,3,MX,1,100,-112
1752703229.385523,508069.000,15855,3,MX,1,100,-112
1752703229.425523,508109.000,15855,3,MX,1,100,-112
1752703229.465524,508149.000,15873,2,MX,1,100,-111
1752703229.505524,508189.000,15873,2,MX,1,100,-112
1752703229.545524,508229.000,15893,3,MX,1,100,-112
1752703229.585524,508269.000,15893,3,MX,1,100,-112
1752703229.625524,508309.000,15893,3,MX,1,100,-112
1752703229.665524,508349.000,15910,2,MX,1,100,-112
1752703229.705524,508389.000,15910,2,MX,1,100,-112
1752703229.745524,508429.000,15927,3,MX,1,100,-112
1752703229.785524,508469.000,15927,3,MX,1,100,-112
1752703229.825524,508509.000,15927,3,MX,1,100,-112
1752703229.865525,508549.000,15944,3,MX,1,100,-114
1752703229.905525,508589.000,15944,3,MX,1,100,-112
1752703229.945525,508629.000,15944,3,MX,1,100,-112
1752703229.985525,508669.000,15960,2,MX,1,100,-112
1752703230.025525,508709.000,15960,2,MX,1,100,-113
1752703230.065525,508749.000,15977,3,MX,1,100,-111
1752703230.105525,508789.000,15977,3,MX,1,100,-112
1752703230.145525,508829.000,15977,3,MX,1,100,-111
1752703230.185525,508869.000,15998,2,MX,1,100,-113
1752703230.225525,508909.000,15998,2,MX,1,100,-113
1752703230.265525,508949.000,16016,3,MX,1,100,-112
1752703230.305526,508989.000,16016,3,MX,1,100,-113
1752703230.345526,509029.000,16016,3,MX,1,100,-112
1752703230.385526,509069.000,16032,2,MX,1,100,-112
1752703230.425526,509109.000,16032,2,MX,1,100,-113
1752703230.465526,509149.000,16052,3,MX,1,100,-111
1752703230.505526,509189.000,16052,3,MX,1,100,-111
1752703230.545526,509229.000,16052,3,MX,1,100,-112
1752703230.585526,509269.000,16068,2,MX,1,100,-112
1752703230.625526,509309.000,16068,2,MX,1,100,-112
1752703230.665526,509349.000,16083,3,MX,1,100,-111
1752703230.705526,509389.000,16083,3,MX,1,100,-112
1752703230.745527,509429.000,16083,3,MX,1,100,-112
1752703230.785527,509469.000,16100,2,MX,1,100,-112
1752703230.825527,509509.000,16100,2,MX,1,100,-112
1752703230.865527,509549.000,16119,3,MX,1,100,-112
1752703230.905527,509589.000,16119,3,MX,1,100,-112
1752703230.945527,509629.000,16119,3,MX,1,100,-111
1752703230.985527,509669.000,16135,2,MX,1,100,-111
1752703231.025527,509709.000,16135,2,MX,1,100,-112
1752703231.065527,509749.000,16150,3,MX,1,100,-111
1752703231.105527,509789.000,16150,3,MX,1,100,-111
1752703231.145527,509829.000,16150,3,MX,1,100,-111
1752703231.185528,509869.000,16169,3,MX,1,100,-111
1752703231.225528,509909.000,16169,3,MX,1,100,-111
1752703231.265528,509949.000,16169,3,MX,1,100,-111
1752703231.305528,509989.000,16186,2,MX,1,100,-111
1752703231.345528,510029.000,16186,2,MX,1,100,-112
1752703231.385528,510069.000,16204,3,MX,1,100,-111
1752703231.425528,510109.000,16204,3,MX,1,100,-112
1752703231.465528,510149.000,16204,3,MX,1,100,-112
1752703231.505528,510189.000,16220,2,MX,1,100,-112
1752703231.545528,510229.000,16220,2,MX,1,100,-112
1752703231.585528,510269.000,16238,3,MX,1,100,-111
1752703231.625529,510309.000,16238,3,MX,1,100,-112
1752703231.665529,510349.000,16238,3,MX,1,100,-112
1752703231.700862,510384.333,16255,3,MX,1,100,-110
1752703231.736195,510419.667,16255,3,MX,1,100,-112
1752703231.771529,510455.000,16255,3,MX,1,100,-112
1752703231.811529,510495.000,16274,2,MX,1,100,-111
