LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752172681.734938,287275.000,45728,3,GY,1,100,0.214
1752172681.774938,287315.000,45728,3,GY,1,100,0.275
1752172681.814938,287355.000,45745,2,GY,1,100,0.824
1752172681.854939,287395.000,45745,2,GY,1,100,0.488
1752172681.894939,287435.000,45761,3,GY,1,100,-0.214
1752172681.934939,287475.000,45761,3,GY,1,100,0.092
1752172681.974940,287515.000,45761,3,GY,1,100,-0.031
1752172682.014940,287555.000,45779,3,GY,1,100,0.061
1752172682.054940,287595.000,45779,3,GY,1,100,1.343
1752172682.094940,287635.000,45779,3,GY,1,100,1.373
1752172682.134941,287675.000,45795,2,GY,1,100,0.824
1752172682.174941,287715.000,45795,2,GY,1,100,0.610
1752172682.214941,287755.000,45812,3,GY,1,100,0.122
1752172682.254942,287795.000,45812,3,GY,1,100,-0.031
