LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1752622330.373553,142320.000,21202,2,AY,1,100,0.008
1752622330.413553,142360.000,21218,3,AY,1,100,0.012
1752622330.453554,142400.000,21218,3,AY,1,100,-0.001
1752622330.493554,142440.000,21218,3,AY,1,100,0.004
1752622330.533554,142480.000,21235,2,AY,1,100,0.000
1752622330.573555,142520.000,21235,2,AY,1,100,0.001
1752622330.613555,142560.000,21256,3,AY,1,100,0.003
1752622330.653555,142600.000,21256,3,AY,1,100,-0.001
1752622330.693556,142640.000,21256,3,AY,1,100,-0.004
1752622330.733056,142679.500,21271,2,AY,1,100,0.002
1752622330.772556,142719.000,21271,2,AY,1,100,-0.006
1752622330.812890,142759.333,21288,3,AY,1,100,-0.011
1752622330.853223,142799.667,21288,3,AY,1,100,-0.008
1752622330.893557,142840.000,21288,3,AY,1,100,-0.009
1752622330.929224,142875.667,21304,3,AY,1,100,-0.007
1752622330.964891,142911.333,21304,3,AY,1,100,-0.002
1752622331.000558,142947.000,21304,3,AY,1,100,-0.009
1752622331.040558,142987.000,21323,2,AY,1,100,-0.003
1752622331.080559,143027.000,21323,2,AY,1,100,-0.002
1752622331.120559,143067.000,21340,3,AY,1,100,-0.005
1752622331.160559,143107.000,21340,3,AY,1,100,-0.001
1752622331.200559,143147.000,21340,3,AY,1,100,-0.001
1752622331.240560,143187.000,21359,2,AY,1,100,-0.008
1752622331.280560,143227.000,21359,2,AY,1,100,0.002
1752622331.320560,143267.000,21375,3,AY,1,100,-0.000
1752622331.360561,143307.000,21375,3,AY,1,100,-0.003
1752622331.400561,143347.000,21375,3,AY,1,100,0.001
1752622331.440561,143387.000,21392,3,AY,1,100,-0.006
1752622331.480562,143427.000,21392,3,AY,1,100,-0.005
1752622331.520562,143467.000,21392,3,AY,1,100,-0.000
1752622331.560562,143507.000,21409,2,AY,1,100,-0.006
1752622331.600563,143547.000,21409,2,AY,1,100,-0.007
1752622331.640563,143587.000,21424,3,AY,1,100,-0.005
1752622331.680563,143627.000,21424,3,AY,1,100,-0.006
1752622331.720564,143667.000,21424,3,AY,1,100,-0.005
1752622331.760564,143707.000,21447,3,AY,1,100,-0.002
1752622331.800564,143747.000,21447,3,AY,1,100,-0.005
1752622331.840564,143787.000,21447,3,AY,1,100,-0.004
1752622331.880565,143827.000,21467,3,AY,1,100,-0.008
1752622331.920565,143867.000,21467,3,AY,1,100,-0.006
1752622331.960565,143907.000,21467,3,AY,1,100,-0.001
1752622332.000566,143947.000,21483,2,AY,1,100,-0.004
1752622332.040566,143987.000,21483,2,AY,1,100,-0.001
1752622332.080566,144027.000,21500,3,AY,1,100,0.001
1752622332.120567,144067.000,21500,3,AY,1,100,-0.011
1752622332.160567,144107.000,21500,3,AY,1,100,-0.002
1752622332.200567,144147.000,21516,2,AY,1,100,-0.003
1752622332.240568,144187.000,21516,2,AY,1,100,-0.001
1752622332.280568,144227.000,21532,3,AY,1,100,-0.003
1752622332.320568,144267.000,21532,3,AY,1,100,0.005
1752622332.360569,144307.000,21532,3,AY,1,100,0.006
1752622332.400569,144347.000,21548,2,AY,1,100,0.001
1752622332.440569,144387.000,21548,2,AY,1,100,-0.006
1752622332.480569,144427.000,21570,3,AY,1,100,-0.003
1752622332.520570,144467.000,21570,3,AY,1,100,-0.000
1752622332.560570,144507.000,21570,3,AY,1,100,-0.005
1752622332.600070,144546.500,21585,2,AY,1,100,-0.005
1752622332.639571,144586.000,21585,2,AY,1,100,-0.003
1752622332.679571,144626.000,21601,3,AY,1,100,-0.008
1752622332.719571,144666.000,21601,3,AY,1,100,-0.006
1752622332.759572,144706.000,21601,3,AY,1,100,-0.005
1752622332.799572,144746.000,21618,3,AY,1,100,-0.010
1752622332.839572,144786.000,21618,3,AY,1,100,-0.002
1752622332.879573,144826.000,21618,3,AY,1,100,-0.012
1752622332.919573,144866.000,21635,2,AY,1,100,-0.017
1752622332.959573,144906.000,21635,2,AY,1,100,-0.017
1752622332.999574,144946.000,21651,3,AY,1,100,-0.016
1752622333.039574,144986.000,21651,3,AY,1,100,-0.021
1752622333.079574,145026.000,21651,3,AY,1,100,-0.022
1752622333.119574,145066.000,21666,2,AY,1,100,-0.002
