LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1752784452.122918,337436.000,52756,2,GZ,1,100,1.648
1752784452.162919,337476.000,52773,3,GZ,1,100,0.824
1752784452.202919,337516.000,52773,3,GZ,1,100,0.275
1752784452.242920,337556.000,52773,3,GZ,1,100,0.244
1752784452.282920,337596.000,52795,4,GZ,1,100,0.793
1752784452.322920,337636.000,52795,4,GZ,1,100,1.221
1752784452.362921,337676.000,52795,4,GZ,1,100,0.732
1752784452.402921,337716.000,52795,4,GZ,1,100,0.610
1752784452.442921,337756.000,52816,2,GZ,1,100,1.190
1752784452.482922,337796.000,52816,2,GZ,1,100,1.221
1752784452.522922,337836.000,52831,3,GZ,1,100,0.732
1752784452.562922,337876.000,52831,3,GZ,1,100,0.275
1752784452.602923,337916.000,52831,3,GZ,1,100,-0.336
1752784452.642923,337956.000,52847,3,GZ,1,100,-0.397
1752784452.682923,337996.000,52847,3,GZ,1,100,-0.671
1752784452.722924,338036.000,52847,3,GZ,1,100,-0.092
1752784452.762924,338076.000,52864,2,GZ,1,100,-0.854
1752784452.802924,338116.000,52864,2,GZ,1,100,-1.617
1752784452.842925,338156.000,52881,3,GZ,1,100,-0.854
1752784452.882925,338196.000,52881,3,GZ,1,100,0.793
1752784452.922925,338236.000,52881,3,GZ,1,100,1.495
1752784452.962926,338276.000,52896,2,GZ,1,100,0.763
1752784453.002926,338316.000,52896,2,GZ,1,100,-0.946
1752784453.042927,338356.000,52914,3,GZ,1,100,-1.038
1752784453.082927,338396.000,52914,3,GZ,1,100,-0.336
1752784453.122927,338436.000,52914,3,GZ,1,100,-0.977
1752784453.162928,338476.000,52932,2,GZ,1,100,-1.526
1752784453.202928,338516.000,52932,2,GZ,1,100,-1.038
1752784453.242928,338556.000,52948,3,GZ,1,100,-0.702
1752784453.282929,338596.000,52948,3,GZ,1,100,0.000
1752784453.322929,338636.000,52948,3,GZ,1,100,0.610
1752784453.362929,338676.000,52963,2,GZ,1,100,0.641
1752784453.402930,338716.000,52963,2,GZ,1,100,0.610
1752784453.442930,338756.000,52982,3,GZ,1,100,0.671
1752784453.482930,338796.000,52982,3,GZ,1,100,0.031
1752784453.522931,338836.000,52982,3,GZ,1,100,-0.702
1752784453.562931,338876.000,52999,2,GZ,1,100,0.092
1752784453.602931,338916.000,52999,2,GZ,1,100,0.427
1752784453.642932,338956.000,53017,3,GZ,1,100,0.824
1752784453.682932,338996.000,53017,3,GZ,1,100,1.648
1752784453.722933,339036.000,53017,3,GZ,1,100,1.740
1752784453.758599,339071.667,53032,3,GZ,1,100,1.160
1752784453.794266,339107.333,53032,3,GZ,1,100,0.885
1752784453.829933,339143.000,53032,3,GZ,1,100,0.122
1752784453.869934,339183.000,53049,2,GZ,1,100,-0.397
